"oftcode","boroughname","onstreetna","fromstreet","tostreetna","inspection","systemrating"
"310880390880390930","Brooklyn","86 STREET","WEST 8 STREET","WEST 9 STREET","2025-11-17T00:00:00.000","6.2"
"310880390880390930","Brooklyn","86 STREET","WEST 8 STREET","WEST 9 STREET","2026-08-12T00:00:00.000","6.99"
"310880390880390930","Brooklyn","86 STREET","WEST 8 STREET","WEST 9 STREET","2026-08-12T00:00:00.000","6.99"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2018-06-25T00:00:00.000","5.69"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2018-06-25T00:00:00.000","5.69"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2021-10-06T00:00:00.000","9.93"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2021-10-06T00:00:00.000","9.93"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2022-06-10T00:00:00.000","10.0"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2022-06-10T00:00:00.000","10.0"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2023-01-30T00:00:00.000","10.0"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2023-01-30T00:00:00.000","10.0"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2023-05-17T00:00:00.000","9.76"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2023-05-17T00:00:00.000","9.76"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2024-04-23T00:00:00.000","10.0"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2024-04-23T00:00:00.000","10.0"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2024-06-13T00:00:00.000","9.93"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2024-06-13T00:00:00.000","9.93"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2025-11-17T00:00:00.000","9.93"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2025-11-17T00:00:00.000","9.93"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2026-08-12T00:00:00.000","9.83"
"310880390980391030","Brooklyn","86 STREET","WEST 10 STREET","WEST 11 STREET","2026-08-12T00:00:00.000","9.83"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2018-05-23T00:00:00.000","7.14"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2018-09-06T00:00:00.000","7.95"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2019-09-18T00:00:00.000","7.14"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2021-06-01T00:00:00.000","6.72"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2022-06-23T00:00:00.000","7.24"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2022-08-13T00:00:00.000","8.05"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2023-10-31T00:00:00.000","9.51"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2025-02-08T00:00:00.000","5.35"
"314480318630335980","Brooklyn","AVENUE R","BEDFORD AVENUE","EAST 26 STREET","2026-04-08T00:00:00.000","6.99"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2018-05-23T00:00:00.000","6.3"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2018-09-06T00:00:00.000","7.87"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2019-11-14T00:00:00.000","7.07"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2021-06-01T00:00:00.000","6.75"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2022-06-23T00:00:00.000","10.0"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2022-08-13T00:00:00.000","9.19"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2023-10-31T00:00:00.000","10.0"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2025-02-08T00:00:00.000","8.76"
"314480335630335680","Brooklyn","AVENUE R","EAST 18 STREET","EAST 19 STREET","2026-04-08T00:00:00.000","6.57"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2018-05-23T00:00:00.000","8.05"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2018-09-06T00:00:00.000","9.11"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2019-09-18T00:00:00.000","7.8"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2021-06-01T00:00:00.000","7.54"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2022-06-23T00:00:00.000","8.86"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2022-08-13T00:00:00.000","7.8"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2023-10-31T00:00:00.000","7.62"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2025-02-08T00:00:00.000","4.6"
"314480335980336030","Brooklyn","AVENUE R","EAST 26 STREET","EAST 27 STREET","2026-04-08T00:00:00.000","5.86"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2018-05-23T00:00:00.000","5.88"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2018-09-17T00:00:00.000","10.0"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2019-09-18T00:00:00.000","10.0"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2021-06-01T00:00:00.000","9.19"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2022-06-23T00:00:00.000","9.39"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2022-08-13T00:00:00.000","9.93"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2023-10-31T00:00:00.000","10.0"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2025-02-08T00:00:00.000","7.56"
"314530318630335880","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 24 STREET","2026-04-08T00:00:00.000","9.75"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2018-05-23T00:00:00.000","9.31"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2018-09-17T00:00:00.000","10.0"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2019-09-18T00:00:00.000","10.0"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2021-06-01T00:00:00.000","10.0"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2022-06-23T00:00:00.000","10.0"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2022-08-13T00:00:00.000","10.0"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2023-10-31T00:00:00.000","10.0"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2025-02-08T00:00:00.000","9.44"
"314530318630335980","Brooklyn","AVENUE S","BEDFORD AVENUE","EAST 26 STREET","2026-04-08T00:00:00.000","9.83"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2018-05-23T00:00:00.000","6.18"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2018-09-17T00:00:00.000","10.0"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2019-09-18T00:00:00.000","10.0"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2021-06-01T00:00:00.000","9.93"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2022-06-23T00:00:00.000","9.11"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2022-08-13T00:00:00.000","9.11"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2023-10-31T00:00:00.000","9.11"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2025-02-08T00:00:00.000","6.99"
"314530335730335780","Brooklyn","AVENUE S","EAST 21 STREET","EAST 22 STREET","2026-04-08T00:00:00.000","7.96"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2018-05-23T00:00:00.000","5.45"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2018-09-17T00:00:00.000","10.0"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2019-09-18T00:00:00.000","9.19"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2021-06-01T00:00:00.000","9.11"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2022-06-23T00:00:00.000","9.93"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2022-08-13T00:00:00.000","9.93"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2023-10-31T00:00:00.000","8.13"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2025-02-08T00:00:00.000","7.26"
"314530335730367530","Brooklyn","AVENUE S","EAST 21 STREET","OCEAN AVENUE","2026-04-08T00:00:00.000","9.93"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2018-05-23T00:00:00.000","6.18"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2018-09-17T00:00:00.000","10.0"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2019-09-18T00:00:00.000","9.19"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2021-06-01T00:00:00.000","9.11"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2022-06-23T00:00:00.000","9.11"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2022-08-13T00:00:00.000","9.11"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2023-10-31T00:00:00.000","9.11"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2025-02-08T00:00:00.000","6.64"
"314530335780335830","Brooklyn","AVENUE S","EAST 22 STREET","EAST 23 STREET","2026-04-08T00:00:00.000","7.99"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2018-05-23T00:00:00.000","6.18"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2018-09-17T00:00:00.000","10.0"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2019-09-18T00:00:00.000","10.0"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2021-06-01T00:00:00.000","9.93"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2022-06-23T00:00:00.000","9.93"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2022-08-13T00:00:00.000","9.93"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2023-10-31T00:00:00.000","9.69"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2025-02-08T00:00:00.000","6.75"
"314530335830335880","Brooklyn","AVENUE S","EAST 23 STREET","EAST 24 STREET","2026-04-08T00:00:00.000","9.93"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2018-05-23T00:00:00.000","5.88"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2018-09-17T00:00:00.000","10.0"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2019-09-18T00:00:00.000","10.0"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2021-06-01T00:00:00.000","10.0"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2022-06-23T00:00:00.000","9.93"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2022-08-13T00:00:00.000","10.0"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2023-10-31T00:00:00.000","9.93"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2025-02-08T00:00:00.000","9.59"
"314530335980336030","Brooklyn","AVENUE S","EAST 26 STREET","EAST 27 STREET","2026-04-08T00:00:00.000","9.68"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2018-05-23T00:00:00.000","6.81"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2018-09-17T00:00:00.000","10.0"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2019-09-18T00:00:00.000","10.0"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2021-06-01T00:00:00.000","7.14"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2022-06-23T00:00:00.000","8.93"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2022-08-13T00:00:00.000","9.11"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2023-10-31T00:00:00.000","9.93"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2025-02-08T00:00:00.000","8.62"
"314530336030336080","Brooklyn","AVENUE S","EAST 27 STREET","EAST 28 STREET","2026-04-08T00:00:00.000","8.15"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2018-05-23T00:00:00.000","10.0"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2018-09-07T00:00:00.000","9.19"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2019-09-18T00:00:00.000","9.19"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2021-06-01T00:00:00.000","9.01"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2022-06-23T00:00:00.000","9.01"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2022-08-13T00:00:00.000","9.93"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2023-10-31T00:00:00.000","8.77"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2025-02-08T00:00:00.000","6.6"
"314530336080336130","Brooklyn","AVENUE S","EAST 28 STREET","EAST 29 STREET","2026-04-08T00:00:00.000","8.39"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2018-05-23T00:00:00.000","8.56"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2018-09-17T00:00:00.000","10.0"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2019-09-18T00:00:00.000","10.0"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2021-06-01T00:00:00.000","8.49"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2022-06-23T00:00:00.000","8.57"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2022-08-13T00:00:00.000","9.93"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2023-10-31T00:00:00.000","9.11"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2025-02-08T00:00:00.000","6.48"
"314530336130367030","Brooklyn","AVENUE S","EAST 29 STREET","NOSTRAND AVENUE","2026-04-08T00:00:00.000","6.77"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2018-05-07T00:00:00.000","9.84"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2018-05-21T00:00:00.000","9.68"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2019-03-20T00:00:00.000","8.93"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2020-11-09T00:00:00.000","10.0"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2021-11-06T00:00:00.000","10.0"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2023-03-01T00:00:00.000","9.83"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2024-02-26T00:00:00.000","10.0"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2025-03-18T00:00:00.000","9.93"
"314530381830391130","Brooklyn","AVENUE S","STILLWELL AVENUE","WEST 13 STREET","2026-04-20T00:00:00.000","9.93"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2018-05-07T00:00:00.000","7.38"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2018-05-21T00:00:00.000","6.18"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2019-03-20T00:00:00.000","8.24"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2020-11-09T00:00:00.000","10.0"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2021-11-06T00:00:00.000","10.0"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2023-03-01T00:00:00.000","9.83"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2024-02-26T00:00:00.000","9.93"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2025-03-18T00:00:00.000","9.11"
"314530390630390680","Brooklyn","AVENUE S","WEST 3 STREET","WEST 4 STREET","2026-04-20T00:00:00.000","7.61"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2018-05-07T00:00:00.000","7.56"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2018-05-21T00:00:00.000","8.24"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2019-03-20T00:00:00.000","7.5"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2020-11-09T00:00:00.000","10.0"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2021-11-06T00:00:00.000","10.0"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2023-02-27T00:00:00.000","9.11"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2024-02-26T00:00:00.000","9.93"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2025-03-18T00:00:00.000","9.93"
"314530390680390730","Brooklyn","AVENUE S","WEST 4 STREET","WEST 5 STREET","2026-04-20T00:00:00.000","7.95"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2018-05-07T00:00:00.000","8.86"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2018-05-21T00:00:00.000","9.03"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2019-03-20T00:00:00.000","7.78"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2020-11-09T00:00:00.000","10.0"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2021-11-06T00:00:00.000","9.11"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2023-02-27T00:00:00.000","9.93"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2024-02-26T00:00:00.000","9.11"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2025-03-18T00:00:00.000","9.11"
"314530390730390780","Brooklyn","AVENUE S","WEST 5 STREET","WEST 6 STREET","2026-04-20T00:00:00.000","8.05"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2018-05-07T00:00:00.000","8.77"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2018-05-21T00:00:00.000","6.18"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2019-03-20T00:00:00.000","9.01"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2020-11-09T00:00:00.000","9.19"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2021-11-06T00:00:00.000","10.0"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2023-02-27T00:00:00.000","7.24"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2024-02-26T00:00:00.000","9.93"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2025-03-18T00:00:00.000","8.05"
"314530390780390830","Brooklyn","AVENUE S","WEST 6 STREET","WEST 7 STREET","2026-04-20T00:00:00.000","8.71"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2018-05-07T00:00:00.000","6.69"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2018-05-21T00:00:00.000","6.81"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2019-03-20T00:00:00.000","7.61"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2020-11-09T00:00:00.000","9.19"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2021-11-06T00:00:00.000","9.11"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2023-02-27T00:00:00.000","8.49"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2024-02-26T00:00:00.000","7.64"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2025-03-18T00:00:00.000","8.72"
"314530390880390930","Brooklyn","AVENUE S","WEST 8 STREET","WEST 9 STREET","2026-04-20T00:00:00.000","7.54"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2018-05-07T00:00:00.000","5.62"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2018-05-21T00:00:00.000","5.19"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2019-03-20T00:00:00.000","6.18"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2020-11-09T00:00:00.000","10.0"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2021-11-06T00:00:00.000","10.0"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2023-02-27T00:00:00.000","9.83"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2024-02-26T00:00:00.000","9.69"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2025-03-18T00:00:00.000","7.81"
"314530390930390980","Brooklyn","AVENUE S","WEST 9 STREET","WEST 10 STREET","2026-04-20T00:00:00.000","9.93"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2018-05-07T00:00:00.000","4.94"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2018-05-21T00:00:00.000","5.45"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2019-03-20T00:00:00.000","6.57"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2020-11-09T00:00:00.000","10.0"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2021-11-06T00:00:00.000","10.0"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2023-02-27T00:00:00.000","9.03"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2024-02-26T00:00:00.000","9.93"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2025-03-18T00:00:00.000","9.93"
"314530390980391030","Brooklyn","AVENUE S","WEST 10 STREET","WEST 11 STREET","2026-04-20T00:00:00.000","9.83"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2018-05-07T00:00:00.000","7.26"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2018-05-21T00:00:00.000","7.94"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2019-03-20T00:00:00.000","7.31"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2020-11-09T00:00:00.000","10.0"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2021-11-06T00:00:00.000","10.0"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2023-03-01T00:00:00.000","9.93"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2024-02-26T00:00:00.000","9.93"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2025-03-18T00:00:00.000","8.15"
"314530391030391080","Brooklyn","AVENUE S","WEST 11 STREET","WEST 12 STREET","2026-04-20T00:00:00.000","7.95"
"314530391080391130","Brooklyn","AVENUE S","WEST 12 STREET","WEST 13 STREET","2018-05-07T00:00:00.000","6.76"
"314530391080391130","Brooklyn","AVENUE S","WEST 12 STREET","WEST 13 STREET","2018-05-21T00:00:00.000","8.1"
"314530391080391130","Brooklyn","AVENUE S","WEST 12 STREET","WEST 13 STREET","2019-03-20T00:00:00.000","7.43"
"314530391080391130","Brooklyn","AVENUE S","WEST 12 STREET","WEST 13 STREET","2020-11-09T00:00:00.000","10.0"
